timestamp,symbol,entry_price,exit_price,pnl_pct,match_score,exit_reason,duration_candles,atr_on_entry,filters_triggered,filters_triggered_list,final_signal
2025-04-27T07:42:00,ETH/USDT,1804.9,1803.9290714285714,-0.0538,4,sl_hit,3,0.844285714285726,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-27T10:44:00,ETH/USDT,1810.37,1809.3284285714285,-0.0575,4,sl_hit,3,0.905714285714274,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-27T11:36:00,ETH/USDT,1809.19,1807.8141071428572,-0.0761,4,sl_hit,3,1.1964285714285552,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-27T13:42:00,ETH/USDT,1797.59,1796.1943928571427,-0.0776,4,sl_hit,3,1.2135714285714292,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-27T16:46:00,ETH/USDT,1797.95,1796.13875,-0.1007,4,sl_hit,3,1.5749999999999968,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-27T19:58:00,ETH/USDT,1807.42,1806.7406785714286,-0.0376,4,sl_hit,2,0.59071428571430062,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-27T21:31:00,ETH/USDT,1804.83,1804.1482142857142,-0.0378,4,sl_hit,3,0.59285714285715585,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-27T21:44:00,ETH/USDT,1806.63,1805.6993214285717,-0.0515,4,sl_hit,1,0.80928571428567664,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-28T02:32:00,ETH/USDT,1772.9,1771.1290000000001,-0.0999,4,sl_hit,2,1.539999999999996,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-28T05:10:00,ETH/USDT,1790.54,1789.4869285714285,-0.0588,4,sl_hit,3,0.91571428571432989,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-28T06:09:00,ETH/USDT,1799.27,1797.917107142857,-0.0752,4,sl_hit,1,1.176428571428541,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-28T06:12:00,ETH/USDT,1799.97,1798.6540714285716,-0.0731,4,sl_hit,1,1.144285714285713,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-28T06:37:00,ETH/USDT,1804.23,1802.9025714285715,-0.0736,4,sl_hit,2,1.1542857142857201,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-28T07:32:00,ETH/USDT,1811.58,1809.8689642857141,-0.0944,4,sl_hit,1,1.48785714285717,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-28T11:30:00,ETH/USDT,1822.06,1820.5444642857142,-0.0832,4,sl_hit,1,1.3178571428571624,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-28T14:21:00,ETH/USDT,1797.51,1794.8666428571428,-0.1471,4,sl_hit,2,2.2985714285714494,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-28T16:06:00,ETH/USDT,1765.42,1762.8645357142857,-0.1448,4,sl_hit,1,2.2221428571428663,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T00:31:00,ETH/USDT,1805.84,1803.8529642857143,-0.11,4,sl_hit,1,1.7278571428570981,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T01:05:00,ETH/USDT,1805.4,1802.7024285714285,-0.1494,4,sl_hit,3,2.3457142857143123,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T05:32:00,ETH/USDT,1794.98,1793.7059642857143,-0.071,4,sl_hit,2,1.1078571428571584,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T06:08:00,ETH/USDT,1801.12,1799.9231785714285,-0.0664,4,sl_hit,3,1.04071428571433,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T08:22:00,ETH/USDT,1826.98,1825.07675,-0.1042,4,sl_hit,1,1.6550000000000213,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T14:38:00,ETH/USDT,1824.05,1822.0974642857143,-0.107,4,sl_hit,3,1.6978571428571578,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T16:16:00,ETH/USDT,1821.39,1819.6387142857143,-0.0962,4,sl_hit,2,1.5228571428571709,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T16:35:00,ETH/USDT,1830.44,1828.4283214285715,-0.1099,4,sl_hit,2,1.7492857142857636,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T17:37:00,ETH/USDT,1822.54,1820.8733214285714,-0.0914,4,sl_hit,1,1.4492857142857443,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T17:40:00,ETH/USDT,1823.84,1821.9359285714286,-0.1044,4,sl_hit,3,1.6557142857143066,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T18:47:00,ETH/USDT,1828.69,1827.7166071428571,-0.0532,4,sl_hit,3,0.84642857142854866,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-29T20:01:00,ETH/USDT,1825.72,1824.0763214285714,-0.09,4,sl_hit,2,1.4292857142856812,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-30T04:29:00,ETH/USDT,1810.83,1809.6430357142856,-0.0655,4,sl_hit,3,1.0321428571428928,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-30T04:47:00,ETH/USDT,1812.25,1811.2839999999999,-0.0533,4,sl_hit,2,0.84000000000001562,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-30T06:12:00,ETH/USDT,1807.67,1806.8732142857143,-0.0441,4,sl_hit,2,0.69285714285712985,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-30T09:33:00,ETH/USDT,1805.7,1804.5072857142857,-0.0661,4,sl_hit,1,1.0371428571428558,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-30T17:38:00,ETH/USDT,1776.43,1774.498,-0.1088,4,sl_hit,1,1.6800000000000475,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-30T17:44:00,ETH/USDT,1778.81,1776.5625714285713,-0.1263,4,sl_hit,2,1.9542857142857559,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-30T18:51:00,ETH/USDT,1785.58,1784.0537857142856,-0.0855,4,sl_hit,2,1.3271428571428519,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-30T19:52:00,ETH/USDT,1790.0,1788.4606428571428,-0.086,4,sl_hit,3,1.3385714285714292,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T00:11:00,ETH/USDT,1799.01,1797.5642857142857,-0.0804,4,sl_hit,1,1.2571428571428507,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T02:10:00,ETH/USDT,1815.57,1813.3250357142856,-0.1237,4,sl_hit,3,1.9521428571428356,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T03:31:00,ETH/USDT,1813.49,1812.49525,-0.0549,4,sl_hit,1,0.8650000000000253,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T03:36:00,ETH/USDT,1814.18,1812.9338928571428,-0.0687,4,sl_hit,3,1.08357142857145,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T04:41:00,ETH/USDT,1809.4,1808.5342142857144,-0.0478,4,sl_hit,1,0.75285714285715655,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T08:15:00,ETH/USDT,1814.99,1813.7841428571428,-0.0664,4,sl_hit,3,1.0485714285714169,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T11:50:00,ETH/USDT,1847.23,1845.6766785714285,-0.0841,4,sl_hit,3,1.3507142857143239,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T12:43:00,ETH/USDT,1852.56,1850.3322857142857,-0.1203,4,sl_hit,3,1.9371428571428655,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T13:29:00,ETH/USDT,1851.49,1849.2277857142858,-0.1222,4,sl_hit,1,1.9671428571428382,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T14:17:00,ETH/USDT,1841.61,1838.5542857142857,-0.1659,4,sl_hit,1,2.6571428571428277,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T16:39:00,ETH/USDT,1866.43,1864.5875357142859,-0.0987,4,sl_hit,2,1.6021428571428618,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T17:17:00,ETH/USDT,1863.98,1862.5375714285715,-0.0774,4,sl_hit,2,1.2542857142857105,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T19:48:00,ETH/USDT,1852.22,1851.010857142857,-0.0653,4,sl_hit,2,1.0514285714285896,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T20:25:00,ETH/USDT,1849.53,1848.0588214285715,-0.0795,4,sl_hit,3,1.2792857142857201,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T20:26:00,ETH/USDT,1850.86,1849.4257857142857,-0.0775,4,sl_hit,2,1.2471428571428598,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T21:05:00,ETH/USDT,1844.15,1842.8266785714286,-0.0718,4,sl_hit,2,1.1507142857142949,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-01T23:25:00,ETH/USDT,1840.79,1839.7862142857143,-0.0545,4,sl_hit,2,0.87285714285711236,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-02T08:18:00,ETH/USDT,1822.21,1820.7026785714286,-0.0827,4,sl_hit,3,1.3107142857142466,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-02T08:37:00,ETH/USDT,1826.5,1824.9976071428571,-0.0823,4,sl_hit,3,1.3064285714285364,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-02T10:19:00,ETH/USDT,1825.0,1824.1925357142857,-0.0442,4,sl_hit,1,0.70214285714288438,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-02T12:07:00,ETH/USDT,1836.2,1835.3654285714285,-0.0455,4,sl_hit,2,0.72571428571425911,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-02T12:59:00,ETH/USDT,1841.0,1839.0696428571428,-0.1049,4,sl_hit,3,1.6785714285714448,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-02T13:31:00,ETH/USDT,1837.7,1836.10725,-0.0867,4,sl_hit,3,1.385000000000056,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-02T14:17:00,ETH/USDT,1842.44,1839.8204642857143,-0.1422,4,sl_hit,3,2.2778571428571661,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-05-02T21:33:00,ETH/USDT,1845.71,1845.1070714285715,-0.0327,4,sl_hit,3,0.52428571428574089,"recent_high_break,range_breakout,strong_candle,macd_cross_up","[recent_high_break,range_breakout,strong_candle,macd_cross_up]",true
2025-04-27T06:19:00,ETH/USDT,1802.53,1801.3660357142858,-0.0646,4,sl_hit,1,1.0121428571428623,"recent_high_break,range_breakout,strong_candle,volume_spike","[recent_high_break,range_breakout,strong_candle,volume_spike]",true
2025-04-26T06:36:00,ETH/USDT,1800.98,1800.1010714285715,-0.0488,5,sl_hit,1,0.76428571428571757,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T07:11:00,ETH/USDT,1809.18,1807.5075714285715,-0.0924,5,sl_hit,2,1.4542857142857071,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T08:25:00,ETH/USDT,1813.35,1811.2561785714286,-0.1155,5,sl_hit,1,1.8207142857143026,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T10:05:00,ETH/USDT,1810.73,1808.798,-0.1067,5,sl_hit,1,1.6799999999999986,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T12:12:00,ETH/USDT,1794.51,1791.7664285714286,-0.1529,5,sl_hit,1,2.3857142857142759,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T14:39:00,ETH/USDT,1796.14,1794.6072142857145,-0.0853,5,sl_hit,3,1.3328571428571649,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T15:16:00,ETH/USDT,1801.47,1799.6702500000001,-0.0999,5,sl_hit,1,1.5649999999999895,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T16:32:00,ETH/USDT,1804.63,1803.5030000000002,-0.0625,5,sl_hit,1,0.98000000000001819,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T17:01:00,ETH/USDT,1803.62,1802.3944285714285,-0.068,5,sl_hit,2,1.0657142857142421,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T17:28:00,ETH/USDT,1806.22,1805.039607142857,-0.0654,5,sl_hit,3,1.0264285714286285,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T18:25:00,ETH/USDT,1808.16,1806.8851428571429,-0.0705,5,sl_hit,2,1.1085714285714272,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T19:47:00,ETH/USDT,1808.76,1807.7143214285713,-0.0578,5,sl_hit,1,0.90928571428573179,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T20:00:00,ETH/USDT,1817.66,1815.7452500000002,-0.1053,5,sl_hit,1,1.664999999999996,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T21:12:00,ETH/USDT,1814.48,1813.2519642857144,-0.0677,5,sl_hit,2,1.06785714285713,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T22:08:00,ETH/USDT,1823.43,1821.4766428571429,-0.1071,5,sl_hit,2,1.6985714285714917,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T22:18:00,ETH/USDT,1829.22,1826.0336785714287,-0.1742,5,sl_hit,2,2.7707142857142832,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T23:24:00,ETH/USDT,1818.51,1817.3205714285714,-0.0654,5,sl_hit,2,1.0342857142857156,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-26T23:27:00,ETH/USDT,1819.92,1818.6853928571429,-0.0678,5,sl_hit,3,1.0735714285714428,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T00:08:00,ETH/USDT,1829.39,1827.137642857143,-0.1231,5,sl_hit,1,1.9585714285713851,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T00:19:00,ETH/USDT,1846.33,1842.0101071428571,-0.234,5,sl_hit,1,3.756428571428533,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T01:13:00,ETH/USDT,1853.52,1850.4421071428571,-0.1661,5,sl_hit,2,2.6764285714285734,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T05:09:00,ETH/USDT,1804.9,1803.2809642857144,-0.0897,5,sl_hit,1,1.4078571428571292,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T06:08:00,ETH/USDT,1801.89,1800.9823214285716,-0.0504,5,sl_hit,1,0.78928571428572725,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T06:22:00,ETH/USDT,1804.02,1802.7615714285714,-0.0698,5,sl_hit,3,1.0942857142857261,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T08:18:00,ETH/USDT,1812.06,1810.4582142857141,-0.0884,5,sl_hit,1,1.3928571428571428,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T09:44:00,ETH/USDT,1812.78,1811.3975357142856,-0.0763,5,sl_hit,2,1.2021428571428683,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T13:46:00,ETH/USDT,1799.53,1797.9117857142858,-0.0899,5,sl_hit,3,1.4071428571428766,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T14:19:00,ETH/USDT,1807.51,1805.2223214285714,-0.1266,5,sl_hit,1,1.9892857142857241,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T15:56:00,ETH/USDT,1795.32,1793.9597142857142,-0.0758,5,sl_hit,2,1.1828571428571553,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T17:15:00,ETH/USDT,1801.5,1799.8078571428571,-0.0939,5,sl_hit,2,1.4714285714285649,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T18:16:00,ETH/USDT,1803.25,1802.115607142857,-0.0629,5,sl_hit,3,0.98642857142858376,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T19:59:00,ETH/USDT,1808.05,1807.4150357142858,-0.0351,5,sl_hit,1,0.5521428571428747,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T20:48:00,ETH/USDT,1804.29,1803.0619642857143,-0.0681,5,sl_hit,3,1.0678571428571462,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-27T21:37:00,ETH/USDT,1805.78,1805.0891785714286,-0.0383,5,sl_hit,3,0.60071428571425911,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-28T03:23:00,ETH/USDT,1778.34,1776.9764285714286,-0.0767,5,sl_hit,1,1.1857142857142466,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-28T03:32:00,ETH/USDT,1783.1,1780.9634642857143,-0.1198,5,sl_hit,2,1.8578571428570936,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-28T04:29:00,ETH/USDT,1793.52,1792.0266428571429,-0.0833,5,sl_hit,1,1.2985714285714169,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
2025-04-28T05:11:00,ETH/USDT,1792.1,1790.9656071428569,-0.0633,5,sl_hit,1,0.98642857142861629,"recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up","[recent_high_break,range_breakout,strong_candle,volume_spike,macd_cross_up]",true
