timestamp,open,high,low,close,volume,symbol,exchange,interval
2025-04-05 04:27:00,1813.77,1815.02,1813.77,1814.97,18.7263166,ETH/USDT,KuCoin,1m
2025-04-05 04:28:00,1814.98,1815.53,1814.98,1815.35,20.5275958,ETH/USDT,KuCoin,1m
2025-04-05 04:29:00,1815.34,1815.34,1815.27,1815.27,7.3500246,ETH/USDT,KuCoin,1m
2025-04-05 04:30:00,1815.27,1815.27,1815.2,1815.2,1.1223221,ETH/USDT,KuCoin,1m
2025-04-05 04:31:00,1815.21,1815.75,1815.07,1815.07,16.7591171,ETH/USDT,KuCoin,1m
2025-04-05 04:32:00,1814.81,1814.81,1813.68,1813.68,1.1044248,ETH/USDT,KuCoin,1m
2025-04-05 04:33:00,1813.68,1814.03,1813.35,1813.63,18.0963623,ETH/USDT,KuCoin,1m
2025-04-05 04:34:00,1814.02,1814.02,1813.94,1813.94,8.5134918,ETH/USDT,KuCoin,1m
2025-04-05 04:35:00,1813.93,1813.93,1813.31,1813.62,8.2881004,ETH/USDT,KuCoin,1m
2025-04-05 04:36:00,1813.61,1813.71,1813.61,1813.65,4.1742656,ETH/USDT,KuCoin,1m
2025-04-05 04:37:00,1813.65,1813.65,1813.28,1813.28,7.0685553,ETH/USDT,KuCoin,1m
2025-04-05 04:38:00,1813.27,1813.28,1812.82,1813.14,7.7192645,ETH/USDT,KuCoin,1m
2025-04-05 04:39:00,1813.14,1813.25,1813.14,1813.15,7.1694411,ETH/USDT,KuCoin,1m
2025-04-05 04:40:00,1813.16,1813.16,1813.16,1813.16,0.6729689,ETH/USDT,KuCoin,1m
2025-04-05 04:41:00,1813.16,1814.15,1813.16,1814.15,6.8154618,ETH/USDT,KuCoin,1m
2025-04-05 04:42:00,1814.22,1814.22,1813.86,1813.86,10.0402536,ETH/USDT,KuCoin,1m
2025-04-05 04:43:00,1813.85,1813.85,1812.92,1812.92,13.0892761,ETH/USDT,KuCoin,1m
2025-04-05 04:44:00,1812.92,1812.92,1811.82,1811.82,45.9513364,ETH/USDT,KuCoin,1m
2025-04-05 04:45:00,1811.74,1811.74,1811.0,1811.28,12.4322796,ETH/USDT,KuCoin,1m
2025-04-05 04:46:00,1811.54,1811.58,1811.54,1811.57,0.8739009,ETH/USDT,KuCoin,1m
2025-04-05 04:47:00,1811.57,1811.76,1811.38,1811.74,12.351041,ETH/USDT,KuCoin,1m
2025-04-05 04:48:00,1811.74,1811.74,1811.33,1811.33,6.9731803,ETH/USDT,KuCoin,1m
2025-04-05 04:49:00,1811.32,1811.32,1811.23,1811.23,6.6432771,ETH/USDT,KuCoin,1m
2025-04-05 04:50:00,1811.22,1811.22,1810.21,1810.21,17.0281236,ETH/USDT,KuCoin,1m
2025-04-05 04:51:00,1810.21,1811.26,1810.21,1810.91,27.8359835,ETH/USDT,KuCoin,1m
2025-04-05 04:52:00,1810.6,1810.6,1810.38,1810.38,2.9038394,ETH/USDT,KuCoin,1m
2025-04-05 04:53:00,1810.38,1810.48,1810.38,1810.48,0.5343007,ETH/USDT,KuCoin,1m
2025-04-05 04:54:00,1810.48,1810.9,1810.0,1810.0,22.7839641,ETH/USDT,KuCoin,1m
2025-04-05 04:55:00,1810.0,1810.0,1807.5,1807.88,127.2156589,ETH/USDT,KuCoin,1m
2025-04-05 04:56:00,1807.62,1808.18,1807.62,1808.18,4.9620375,ETH/USDT,KuCoin,1m
2025-04-05 04:57:00,1808.52,1808.65,1808.36,1808.64,6.1649739,ETH/USDT,KuCoin,1m
2025-04-05 04:58:00,1808.63,1808.63,1808.06,1808.58,11.5213914,ETH/USDT,KuCoin,1m
2025-04-05 04:59:00,1808.56,1808.56,1808.3,1808.49,3.9373883,ETH/USDT,KuCoin,1m
2025-04-05 05:00:00,1808.28,1808.79,1808.12,1808.79,20.1344106,ETH/USDT,KuCoin,1m
2025-04-05 05:01:00,1808.81,1809.07,1808.48,1808.48,7.7246167,ETH/USDT,KuCoin,1m
2025-04-05 05:02:00,1808.47,1808.56,1807.68,1807.93,14.5749138,ETH/USDT,KuCoin,1m
2025-04-05 05:03:00,1807.92,1807.92,1807.05,1807.25,22.5226128,ETH/USDT,KuCoin,1m
2025-04-05 05:04:00,1807.25,1808.13,1807.25,1808.06,5.9977815,ETH/USDT,KuCoin,1m
2025-04-05 05:05:00,1808.13,1810.45,1808.13,1810.06,17.7840618,ETH/USDT,KuCoin,1m
2025-04-05 05:06:00,1809.95,1810.21,1809.48,1810.21,11.7923908,ETH/USDT,KuCoin,1m
2025-04-05 05:07:00,1810.68,1811.1,1810.21,1810.22,7.3524988,ETH/USDT,KuCoin,1m
2025-04-05 05:08:00,1810.2,1810.2,1810.02,1810.02,5.075376,ETH/USDT,KuCoin,1m
2025-04-05 05:09:00,1810.06,1810.78,1810.06,1810.78,3.8660969,ETH/USDT,KuCoin,1m
2025-04-05 05:10:00,1810.78,1811.1,1810.78,1811.1,2.4943568,ETH/USDT,KuCoin,1m
2025-04-05 05:11:00,1811.24,1811.24,1810.79,1810.84,6.3478512,ETH/USDT,KuCoin,1m
2025-04-05 05:12:00,1810.59,1810.59,1810.21,1810.41,6.2130066,ETH/USDT,KuCoin,1m
2025-04-05 05:13:00,1810.41,1810.88,1810.41,1810.87,10.7687703,ETH/USDT,KuCoin,1m
2025-04-05 05:14:00,1810.69,1810.76,1810.44,1810.68,9.3346595,ETH/USDT,KuCoin,1m
2025-04-05 05:15:00,1810.81,1810.98,1810.81,1810.98,1.3523205,ETH/USDT,KuCoin,1m
2025-04-05 05:16:00,1810.98,1811.11,1810.44,1810.93,10.4095738,ETH/USDT,KuCoin,1m
2025-04-05 05:17:00,1810.92,1811.89,1810.92,1811.89,7.4907262,ETH/USDT,KuCoin,1m
2025-04-05 05:18:00,1812.06,1812.53,1811.97,1812.53,11.0287821,ETH/USDT,KuCoin,1m
2025-04-05 05:19:00,1812.53,1812.94,1812.35,1812.82,14.0079016,ETH/USDT,KuCoin,1m
2025-04-05 05:20:00,1812.81,1812.96,1812.57,1812.95,8.7292833,ETH/USDT,KuCoin,1m
2025-04-05 05:21:00,1813.02,1813.55,1813.02,1813.46,15.2669136,ETH/USDT,KuCoin,1m
2025-04-05 05:22:00,1813.46,1813.49,1813.12,1813.28,10.9786815,ETH/USDT,KuCoin,1m
2025-04-05 05:23:00,1813.27,1813.27,1812.58,1812.58,12.9974505,ETH/USDT,KuCoin,1m
2025-04-05 05:24:00,1812.57,1812.58,1812.57,1812.58,1.1445482,ETH/USDT,KuCoin,1m
2025-04-05 05:25:00,1812.58,1812.81,1812.58,1812.81,2.0137658,ETH/USDT,KuCoin,1m
2025-04-05 05:26:00,1812.82,1813.69,1812.82,1813.68,6.8441709,ETH/USDT,KuCoin,1m
2025-04-05 05:27:00,1813.35,1813.85,1813.16,1813.83,6.9309733,ETH/USDT,KuCoin,1m
2025-04-05 05:28:00,1813.83,1813.83,1813.61,1813.61,12.034082,ETH/USDT,KuCoin,1m
2025-04-05 05:29:00,1813.67,1815.14,1813.67,1814.71,21.6748476,ETH/USDT,KuCoin,1m
2025-04-05 05:30:00,1814.61,1815.22,1814.27,1814.48,55.3790844,ETH/USDT,KuCoin,1m
2025-04-05 05:31:00,1814.65,1814.82,1814.22,1814.28,10.5369286,ETH/USDT,KuCoin,1m
2025-04-05 05:32:00,1814.28,1814.28,1813.34,1813.34,16.4977343,ETH/USDT,KuCoin,1m
2025-04-05 05:33:00,1813.35,1813.35,1813.34,1813.34,3.5364881,ETH/USDT,KuCoin,1m
2025-04-05 05:34:00,1813.33,1813.34,1812.41,1812.41,10.3213976,ETH/USDT,KuCoin,1m
2025-04-05 05:35:00,1812.39,1813.06,1812.36,1812.83,9.2735961,ETH/USDT,KuCoin,1m
2025-04-05 05:36:00,1812.84,1813.15,1812.84,1813.15,2.9766757,ETH/USDT,KuCoin,1m
2025-04-05 05:37:00,1813.15,1813.15,1812.23,1812.32,21.1580408,ETH/USDT,KuCoin,1m
2025-04-05 05:38:00,1812.33,1812.33,1812.3,1812.3,2.6184751,ETH/USDT,KuCoin,1m
2025-04-05 05:39:00,1812.3,1812.3,1812.3,1812.3,0.0031047,ETH/USDT,KuCoin,1m
2025-04-05 05:40:00,1812.3,1812.48,1812.3,1812.48,8.0114883,ETH/USDT,KuCoin,1m
2025-04-05 05:41:00,1812.48,1812.49,1811.67,1812.17,8.6177245,ETH/USDT,KuCoin,1m
2025-04-05 05:42:00,1811.85,1811.86,1811.85,1811.86,1.0335388,ETH/USDT,KuCoin,1m
2025-04-05 05:43:00,1811.87,1812.47,1811.28,1811.28,81.8881662,ETH/USDT,KuCoin,1m
2025-04-05 05:44:00,1810.95,1811.88,1810.95,1811.66,8.0356849,ETH/USDT,KuCoin,1m
2025-04-05 05:45:00,1811.65,1811.65,1810.27,1810.58,19.3692593,ETH/USDT,KuCoin,1m
2025-04-05 05:46:00,1810.58,1811.47,1810.58,1811.47,10.7479331,ETH/USDT,KuCoin,1m
2025-04-05 05:47:00,1811.47,1811.51,1811.47,1811.51,1.2294281,ETH/USDT,KuCoin,1m
2025-04-05 05:48:00,1811.52,1811.53,1811.52,1811.53,0.2845404,ETH/USDT,KuCoin,1m
2025-04-05 05:49:00,1811.54,1811.54,1811.28,1811.28,2.6078368,ETH/USDT,KuCoin,1m
2025-04-05 05:50:00,1811.28,1811.3,1811.28,1811.3,1.1314349,ETH/USDT,KuCoin,1m
2025-04-05 05:51:00,1811.3,1811.3,1810.27,1810.27,3.9947901,ETH/USDT,KuCoin,1m
2025-04-05 05:52:00,1810.27,1810.31,1810.27,1810.31,2.3816628,ETH/USDT,KuCoin,1m
2025-04-05 05:53:00,1810.31,1810.31,1809.51,1810.26,80.7531695,ETH/USDT,KuCoin,1m
2025-04-05 05:54:00,1810.26,1810.71,1810.26,1810.6,2.3800331,ETH/USDT,KuCoin,1m
2025-04-05 05:55:00,1810.61,1810.61,1810.07,1810.08,10.8519246,ETH/USDT,KuCoin,1m
2025-04-05 05:56:00,1810.08,1810.14,1810.08,1810.14,3.8260436,ETH/USDT,KuCoin,1m
2025-04-05 05:57:00,1810.13,1810.14,1810.12,1810.14,2.1991809,ETH/USDT,KuCoin,1m
2025-04-05 05:58:00,1810.14,1810.76,1810.14,1810.71,7.0065959,ETH/USDT,KuCoin,1m
2025-04-05 05:59:00,1810.7,1810.7,1810.02,1810.02,18.3962403,ETH/USDT,KuCoin,1m
2025-04-05 06:00:00,1810.02,1810.13,1810.0,1810.09,2.8330556,ETH/USDT,KuCoin,1m
2025-04-05 06:01:00,1810.04,1810.04,1809.75,1809.96,6.0030781,ETH/USDT,KuCoin,1m
2025-04-05 06:02:00,1809.95,1809.95,1809.6,1809.6,6.1090964,ETH/USDT,KuCoin,1m
2025-04-05 06:03:00,1809.61,1810.31,1809.61,1810.28,5.558537,ETH/USDT,KuCoin,1m
2025-04-05 06:04:00,1810.27,1810.27,1809.63,1809.63,1.6183984,ETH/USDT,KuCoin,1m
2025-04-05 06:05:00,1809.63,1809.86,1809.63,1809.86,4.5574708,ETH/USDT,KuCoin,1m
2025-04-05 06:06:00,1809.85,1810.69,1809.85,1810.51,9.5188599,ETH/USDT,KuCoin,1m
2025-04-05 06:07:00,1810.52,1811.65,1810.52,1811.65,13.1983789,ETH/USDT,KuCoin,1m
2025-04-05 06:08:00,1811.66,1811.7,1811.66,1811.7,2.0562227,ETH/USDT,KuCoin,1m
2025-04-05 06:09:00,1811.7,1812.65,1811.7,1812.64,18.224606,ETH/USDT,KuCoin,1m
2025-04-05 06:10:00,1812.64,1812.64,1812.34,1812.37,7.707932,ETH/USDT,KuCoin,1m
2025-04-05 06:11:00,1812.36,1812.54,1812.36,1812.54,7.5316295,ETH/USDT,KuCoin,1m
2025-04-05 06:12:00,1812.55,1812.88,1812.55,1812.88,7.229952,ETH/USDT,KuCoin,1m
2025-04-05 06:13:00,1812.88,1812.88,1812.59,1812.61,3.8494083,ETH/USDT,KuCoin,1m
2025-04-05 06:14:00,1812.62,1812.62,1812.34,1812.51,11.0172681,ETH/USDT,KuCoin,1m
2025-04-05 06:15:00,1812.52,1813.73,1812.52,1813.73,21.7653784,ETH/USDT,KuCoin,1m
2025-04-05 06:16:00,1813.79,1813.79,1813.02,1813.02,12.813856,ETH/USDT,KuCoin,1m
2025-04-05 06:17:00,1813.03,1813.03,1812.38,1812.38,14.4994006,ETH/USDT,KuCoin,1m
2025-04-05 06:18:00,1812.38,1812.97,1812.38,1812.85,3.7682827,ETH/USDT,KuCoin,1m
2025-04-05 06:19:00,1812.85,1812.85,1812.2,1812.51,3.9150985,ETH/USDT,KuCoin,1m
2025-04-05 06:20:00,1812.51,1813.0,1812.51,1813.0,6.9314383,ETH/USDT,KuCoin,1m
2025-04-05 06:21:00,1812.99,1812.99,1812.57,1812.57,1.5080403,ETH/USDT,KuCoin,1m
2025-04-05 06:22:00,1812.57,1812.57,1811.17,1811.17,4.2410683,ETH/USDT,KuCoin,1m
2025-04-05 06:23:00,1811.18,1811.52,1811.13,1811.21,6.5054796,ETH/USDT,KuCoin,1m
2025-04-05 06:24:00,1811.22,1812.13,1811.22,1812.13,10.191704,ETH/USDT,KuCoin,1m
2025-04-05 06:25:00,1812.13,1812.14,1812.13,1812.14,15.3982286,ETH/USDT,KuCoin,1m
2025-04-05 06:26:00,1812.13,1812.14,1812.13,1812.14,0.01295,ETH/USDT,KuCoin,1m
2025-04-05 06:27:00,1812.13,1812.51,1812.13,1812.51,5.1257985,ETH/USDT,KuCoin,1m
2025-04-05 06:28:00,1812.51,1812.51,1811.61,1811.61,6.0390147,ETH/USDT,KuCoin,1m
2025-04-05 06:29:00,1811.52,1811.53,1811.52,1811.53,0.2739747,ETH/USDT,KuCoin,1m
2025-04-05 06:30:00,1811.53,1811.53,1811.52,1811.52,1.9241309,ETH/USDT,KuCoin,1m
2025-04-05 06:31:00,1811.51,1811.52,1810.35,1810.35,6.4757055,ETH/USDT,KuCoin,1m
2025-04-05 06:32:00,1810.36,1811.24,1810.36,1811.24,20.4775408,ETH/USDT,KuCoin,1m
2025-04-05 06:33:00,1811.24,1811.24,1810.94,1810.99,12.5267849,ETH/USDT,KuCoin,1m
2025-04-05 06:34:00,1810.99,1810.99,1810.3,1810.3,4.8922019,ETH/USDT,KuCoin,1m
2025-04-05 06:35:00,1810.31,1810.8,1810.17,1810.55,8.0509832,ETH/USDT,KuCoin,1m
2025-04-05 06:36:00,1810.54,1810.54,1809.24,1809.24,10.0158679,ETH/USDT,KuCoin,1m
2025-04-05 06:37:00,1809.23,1809.79,1808.1,1809.49,89.6736467,ETH/USDT,KuCoin,1m
2025-04-05 06:38:00,1809.49,1810.14,1809.49,1810.14,11.3471921,ETH/USDT,KuCoin,1m
2025-04-05 06:39:00,1810.14,1810.14,1809.33,1809.33,1.8805987,ETH/USDT,KuCoin,1m
2025-04-05 06:40:00,1809.11,1809.5,1809.11,1809.5,8.6403691,ETH/USDT,KuCoin,1m
2025-04-05 06:41:00,1809.5,1809.5,1809.05,1809.06,7.0323378,ETH/USDT,KuCoin,1m
2025-04-05 06:42:00,1809.05,1809.05,1807.2,1807.98,26.2705016,ETH/USDT,KuCoin,1m
2025-04-05 06:43:00,1807.99,1808.23,1807.84,1807.84,37.572902,ETH/USDT,KuCoin,1m
2025-04-05 06:44:00,1807.84,1807.85,1807.56,1807.57,10.5016457,ETH/USDT,KuCoin,1m
2025-04-05 06:45:00,1807.57,1808.52,1807.57,1808.47,48.9876416,ETH/USDT,KuCoin,1m
2025-04-05 06:46:00,1808.46,1808.46,1805.77,1806.14,84.4649107,ETH/USDT,KuCoin,1m
2025-04-05 06:47:00,1806.19,1806.19,1803.96,1804.09,88.3820025,ETH/USDT,KuCoin,1m
2025-04-05 06:48:00,1804.09,1804.98,1804.09,1804.98,19.9189783,ETH/USDT,KuCoin,1m
2025-04-05 06:49:00,1804.91,1804.98,1804.89,1804.89,6.0680306,ETH/USDT,KuCoin,1m
2025-04-05 06:50:00,1804.89,1805.65,1804.7,1805.56,26.8610842,ETH/USDT,KuCoin,1m
2025-04-05 06:51:00,1805.56,1805.56,1805.35,1805.43,8.0634335,ETH/USDT,KuCoin,1m
2025-04-05 06:52:00,1805.44,1806.63,1805.44,1806.63,11.7852303,ETH/USDT,KuCoin,1m
2025-04-05 06:53:00,1806.63,1806.77,1806.63,1806.77,10.234392,ETH/USDT,KuCoin,1m
2025-04-05 06:54:00,1806.77,1807.29,1806.77,1807.11,12.659826,ETH/USDT,KuCoin,1m
2025-04-05 06:55:00,1807.11,1807.12,1807.11,1807.12,0.271328,ETH/USDT,KuCoin,1m
2025-04-05 06:56:00,1807.12,1807.33,1807.12,1807.32,1.2372537,ETH/USDT,KuCoin,1m
2025-04-05 06:57:00,1807.33,1809.06,1807.33,1808.94,24.2749268,ETH/USDT,KuCoin,1m
2025-04-05 06:58:00,1809.04,1809.3,1809.04,1809.29,4.0814662,ETH/USDT,KuCoin,1m
2025-04-05 06:59:00,1809.44,1809.49,1809.44,1809.48,1.7906138,ETH/USDT,KuCoin,1m
2025-04-05 07:00:00,1809.49,1809.49,1808.86,1808.86,2.5575095,ETH/USDT,KuCoin,1m
2025-04-05 07:01:00,1808.87,1810.38,1808.87,1810.38,13.0651559,ETH/USDT,KuCoin,1m
2025-04-05 07:02:00,1810.37,1810.37,1808.88,1808.88,17.990536,ETH/USDT,KuCoin,1m
2025-04-05 07:03:00,1808.87,1808.87,1808.84,1808.84,0.9355235,ETH/USDT,KuCoin,1m
2025-04-05 07:04:00,1808.84,1808.84,1807.64,1807.64,8.23413,ETH/USDT,KuCoin,1m
2025-04-05 07:05:00,1807.45,1807.62,1807.15,1807.62,23.2048983,ETH/USDT,KuCoin,1m
2025-04-05 07:06:00,1807.98,1808.74,1807.98,1808.45,5.2840006,ETH/USDT,KuCoin,1m
2025-04-05 07:07:00,1808.44,1808.44,1808.02,1808.02,10.0224771,ETH/USDT,KuCoin,1m
2025-04-05 07:08:00,1808.02,1808.02,1808.02,1808.02,2.3125347,ETH/USDT,KuCoin,1m
2025-04-05 07:09:00,1808.03,1808.03,1808.03,1808.03,0.0292579,ETH/USDT,KuCoin,1m
2025-04-05 07:10:00,1808.03,1808.24,1808.03,1808.24,1.6266806,ETH/USDT,KuCoin,1m
2025-04-05 07:11:00,1808.23,1809.52,1808.23,1809.52,13.6426965,ETH/USDT,KuCoin,1m
2025-04-05 07:12:00,1809.52,1810.81,1809.52,1809.67,56.3233995,ETH/USDT,KuCoin,1m
2025-04-05 07:13:00,1809.66,1809.66,1808.65,1808.66,20.2636991,ETH/USDT,KuCoin,1m
2025-04-05 07:14:00,1808.65,1808.65,1807.94,1807.94,4.8713851,ETH/USDT,KuCoin,1m
2025-04-05 07:15:00,1807.93,1808.28,1807.93,1808.28,1.3728672,ETH/USDT,KuCoin,1m
2025-04-05 07:16:00,1808.35,1808.35,1807.53,1807.53,4.0475598,ETH/USDT,KuCoin,1m
2025-04-05 07:17:00,1807.3,1807.34,1807.07,1807.07,6.8418657,ETH/USDT,KuCoin,1m
2025-04-05 07:18:00,1807.03,1807.41,1807.03,1807.23,4.1238856,ETH/USDT,KuCoin,1m
2025-04-05 07:19:00,1807.22,1807.22,1807.14,1807.15,1.5001336,ETH/USDT,KuCoin,1m
2025-04-05 07:20:00,1807.15,1808.37,1807.15,1808.37,19.8779546,ETH/USDT,KuCoin,1m
2025-04-05 07:21:00,1808.53,1809.46,1808.01,1809.45,40.4091746,ETH/USDT,KuCoin,1m
2025-04-05 07:22:00,1809.74,1809.84,1809.74,1809.84,8.0668929,ETH/USDT,KuCoin,1m
2025-04-05 07:23:00,1809.85,1809.85,1809.84,1809.84,2.8064006,ETH/USDT,KuCoin,1m
2025-04-05 07:24:00,1809.85,1810.12,1809.84,1810.12,4.3585004,ETH/USDT,KuCoin,1m
2025-04-05 07:25:00,1810.52,1810.53,1810.43,1810.43,4.6137374,ETH/USDT,KuCoin,1m
2025-04-05 07:26:00,1810.44,1810.46,1810.42,1810.46,4.5056537,ETH/USDT,KuCoin,1m
2025-04-05 07:27:00,1810.47,1810.73,1810.47,1810.73,4.192623,ETH/USDT,KuCoin,1m
2025-04-05 07:28:00,1810.73,1810.73,1810.72,1810.73,0.2098812,ETH/USDT,KuCoin,1m
2025-04-05 07:29:00,1810.73,1811.27,1810.73,1811.27,2.1784912,ETH/USDT,KuCoin,1m
2025-04-05 07:30:00,1811.28,1811.94,1811.28,1811.89,19.0987936,ETH/USDT,KuCoin,1m
2025-04-05 07:31:00,1811.99,1811.99,1810.56,1810.59,5.6833257,ETH/USDT,KuCoin,1m
2025-04-05 07:32:00,1810.59,1811.07,1810.58,1810.61,6.0626304,ETH/USDT,KuCoin,1m
2025-04-05 07:33:00,1810.61,1810.61,1810.0,1810.0,2.5185537,ETH/USDT,KuCoin,1m
2025-04-05 07:34:00,1809.63,1809.99,1809.63,1809.9,10.13679,ETH/USDT,KuCoin,1m
2025-04-05 07:35:00,1809.9,1809.97,1809.9,1809.97,9.0206586,ETH/USDT,KuCoin,1m
2025-04-05 07:36:00,1809.97,1809.97,1809.55,1809.8,7.2158125,ETH/USDT,KuCoin,1m
2025-04-05 07:37:00,1810.01,1810.73,1810.01,1810.73,1.7143793,ETH/USDT,KuCoin,1m
2025-04-05 07:38:00,1810.73,1810.9,1810.73,1810.9,11.6554961,ETH/USDT,KuCoin,1m
